,URL,HomeTeam,AwayTeam,Quarter,SecLeft,HomePlay,AwayPlay,HomeScore,AwayScore,Shooter,ShotType,ShotOutcome,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType
0,10220TOR,TOR,NOP,1,720,,Jump ball: D. Favors vs. M. Gasol (L. Ball gains possession),0,0,,,,,,,,,,,,,,,,
1,10220TOR,TOR,NOP,1,708,,L. Ball misses 2-pt jump shot from 11 ft,0,0,L. Ball ,2.0,0,,,,,,,,,,,,,
2,10220TOR,TOR,NOP,1,707,,Offensive rebound by D. Favors,0,0,,,,,,,,D. Favors ,offensive,,,,,,,
3,10220TOR,TOR,NOP,1,707,,D. Favors makes 2-pt layup at rim,0,2,D. Favors ,2.0,1,,,,,,,,,,,,,
4,10220TOR,TOR,NOP,1,689,O. Anunoby misses 2-pt layup from 3 ft,,0,2,O. Anunoby ,2.0,0,,,,,,,,,,,,,
5,10220TOR,TOR,NOP,1,685,,Defensive rebound by J. Redick,0,2,,,,,,,,J. Redick ,defensive,,,,,,,
6,10220TOR,TOR,NOP,1,676,,J. Holiday misses 2-pt layup from 8 ft,0,2,J. Holiday ,2.0,0,,,,,,,,,,,,,
7,10220TOR,TOR,NOP,1,675,Defensive rebound by F. VanVleet,,0,2,,,,,,,,F. VanVleet ,defensive,,,,,,,
8,10220TOR,TOR,NOP,1,671,K. Lowry misses 3-pt jump shot from 25 ft,,0,2,K. Lowry ,3.0,0,,,,,,,,,,,,,
9,10220TOR,TOR,NOP,1,668,,Defensive rebound by D. Favors,0,2,,,,,,,,D. Favors ,defensive,,,,,,,
10,10220TOR,TOR,NOP,1,660,,D. Favors misses 2-pt jump shot from 12 ft,0,2,D. Favors ,2.0,0,,,,,,,,,,,,,
11,10220TOR,TOR,NOP,1,656,Defensive rebound by K. Lowry,,0,2,,,,,,,,K. Lowry ,defensive,,,,,,,
12,10220TOR,TOR,NOP,1,654,Shooting foul by J. Redick (drawn by K. Lowry),,0,2,,,,,shooting,J. Redick ,K. Lowry ,,,,,,,,,
13,10220TOR,TOR,NOP,1,654,K. Lowry makes free throw 1 of 2,,1,2,,,,,,,,,,K. Lowry ,1,1 of 2,,,,
14,10220TOR,TOR,NOP,1,654,K. Lowry misses free throw 2 of 2,,1,2,,,,,,,,,,K. Lowry ,0,2 of 2,,,,
15,10220TOR,TOR,NOP,1,651,,Defensive rebound by D. Favors,1,2,,,,,,,,D. Favors ,defensive,,,,,,,
16,10220TOR,TOR,NOP,1,637,,B. Ingram makes 2-pt jump shot from 16 ft,1,4,B. Ingram ,2.0,1,,,,,,,,,,,,,
18,10220TOR,TOR,NOP,1,617,O. Anunoby makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,4,4,O. Anunoby ,3.0,1,,,,,,,,,,,,,
19,10220TOR,TOR,NOP,1,611,,L. Ball makes 3-pt jump shot from 25 ft (assist by B. Ingram),4,7,L. Ball ,3.0,1,,,,,,,,,,,,,
20,10220TOR,TOR,NOP,1,604,Turnover by K. Lowry (offensive foul),,4,7,,,,,,,,,,,,,,,K. Lowry ,common_tov
21,10220TOR,TOR,NOP,1,604,Offensive foul by K. Lowry (drawn by B. Ingram),,4,7,,,,,offensive,K. Lowry ,B. Ingram ,,,,,,,,,
22,10220TOR,TOR,NOP,1,595,,J. Holiday misses 3-pt jump shot from 26 ft,4,7,J. Holiday ,3.0,0,,,,,,,,,,,,,
23,10220TOR,TOR,NOP,1,591,Defensive rebound by K. Lowry,,4,7,,,,,,,,K. Lowry ,defensive,,,,,,,
24,10220TOR,TOR,NOP,1,589,Turnover by P. Siakam (bad pass),,4,7,,,,,,,,,,,,,,,P. Siakam ,common_tov
25,10220TOR,TOR,NOP,1,579,,B. Ingram makes 3-pt jump shot from 22 ft (assist by J. Holiday),4,10,B. Ingram ,3.0,1,,,,,,,,,,,,,
26,10220TOR,TOR,NOP,1,566,O. Anunoby misses 3-pt jump shot from 23 ft,,4,10,O. Anunoby ,3.0,0,,,,,,,,,,,,,
27,10220TOR,TOR,NOP,1,564,,Defensive rebound by B. Ingram,4,10,,,,,,,,B. Ingram ,defensive,,,,,,,
28,10220TOR,TOR,NOP,1,556,,B. Ingram misses 2-pt jump shot from 14 ft,4,10,B. Ingram ,2.0,0,,,,,,,,,,,,,
29,10220TOR,TOR,NOP,1,554,Defensive rebound by K. Lowry,,4,10,,,,,,,,K. Lowry ,defensive,,,,,,,
30,10220TOR,TOR,NOP,1,547,Turnover by K. Lowry (bad pass; steal by B. Ingram),,4,10,,,,,,,,,,,,,,,K. Lowry ,steal
31,10220TOR,TOR,NOP,1,542,,J. Redick makes 3-pt jump shot from 26 ft (assist by L. Ball),4,13,J. Redick ,3.0,1,,,,,,,,,,,,,
33,10220TOR,TOR,NOP,1,528,Turnover by F. VanVleet (bad pass),,4,13,,,,,,,,,,,,,,,F. VanVleet ,common_tov
34,10220TOR,TOR,NOP,1,514,,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Holiday),4,15,J. Redick ,2.0,1,,,,,,,,,,,,,
35,10220TOR,TOR,NOP,1,503,P. Siakam makes 2-pt layup from 2 ft,,6,15,P. Siakam ,2.0,1,,,,,,,,,,,,,
36,10220TOR,TOR,NOP,1,498,,Turnover by J. Redick (traveling),6,15,,,,,,,,,,,,,,,J. Redick ,common_tov
37,10220TOR,TOR,NOP,1,490,P. Siakam misses 3-pt jump shot from 25 ft,,6,15,P. Siakam ,3.0,0,,,,,,,,,,,,,
38,10220TOR,TOR,NOP,1,487,,Defensive rebound by L. Ball,6,15,,,,,,,,L. Ball ,defensive,,,,,,,
39,10220TOR,TOR,NOP,1,477,,D. Favors makes 2-pt layup from 2 ft (assist by L. Ball),6,17,D. Favors ,2.0,1,,,,,,,,,,,,,
40,10220TOR,TOR,NOP,1,452,F. VanVleet makes 3-pt jump shot from 24 ft (assist by P. Siakam),,9,17,F. VanVleet ,3.0,1,,,,,,,,,,,,,
41,10220TOR,TOR,NOP,1,437,,L. Ball misses 3-pt jump shot from 25 ft,9,17,L. Ball ,3.0,0,,,,,,,,,,,,,
42,10220TOR,TOR,NOP,1,433,Defensive rebound by P. Siakam,,9,17,,,,,,,,P. Siakam ,defensive,,,,,,,
43,10220TOR,TOR,NOP,1,419,K. Lowry makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,12,17,K. Lowry ,3.0,1,,,,,,,,,,,,,
44,10220TOR,TOR,NOP,1,405,,B. Ingram misses 3-pt jump shot from 25 ft,12,17,B. Ingram ,3.0,0,,,,,,,,,,,,,
45,10220TOR,TOR,NOP,1,402,Defensive rebound by P. Siakam,,12,17,,,,,,,,P. Siakam ,defensive,,,,,,,
46,10220TOR,TOR,NOP,1,396,Personal foul by L. Ball (drawn by P. Siakam),,12,17,,,,,personal,L. Ball ,P. Siakam ,,,,,,,,,
47,10220TOR,TOR,NOP,1,396,S. Ibaka enters the game for M. Gasol,,12,17,,,,,,,,,,,,,S. Ibaka - TOR,M. Gasol - TOR,,
48,10220TOR,TOR,NOP,1,390,P. Siakam misses 2-pt layup from 4 ft,,12,17,P. Siakam ,2.0,0,,,,,,,,,,,,,
49,10220TOR,TOR,NOP,1,388,,Defensive rebound by D. Favors,12,17,,,,,,,,D. Favors ,defensive,,,,,,,
50,10220TOR,TOR,NOP,1,382,,D. Favors makes 2-pt layup from 3 ft (assist by J. Holiday),12,19,D. Favors ,2.0,1,,,,,,,,,,,,,
51,10220TOR,TOR,NOP,1,364,O. Anunoby makes 2-pt layup from 1 ft (assist by K. Lowry),,14,19,O. Anunoby ,2.0,1,,,,,,,,,,,,,
52,10220TOR,TOR,NOP,1,354,,Turnover by J. Redick (traveling),14,19,,,,,,,,,,,,,,,J. Redick ,common_tov
53,10220TOR,TOR,NOP,1,346,P. Siakam misses 2-pt layup from 2 ft (block by D. Favors),,14,19,P. Siakam ,2.0,0,D. Favors ,,,,,,,,,,,,
54,10220TOR,TOR,NOP,1,345,Offensive rebound by P. Siakam,,14,19,,,,,,,,P. Siakam ,offensive,,,,,,,
55,10220TOR,TOR,NOP,1,345,P. Siakam makes 2-pt layup from 1 ft,,16,19,P. Siakam ,2.0,1,,,,,,,,,,,,,
56,10220TOR,TOR,NOP,1,333,,D. Favors misses 2-pt jump shot from 15 ft,16,19,D. Favors ,2.0,0,,,,,,,,,,,,,
57,10220TOR,TOR,NOP,1,330,Defensive rebound by F. VanVleet,,16,19,,,,,,,,F. VanVleet ,defensive,,,,,,,
58,10220TOR,TOR,NOP,1,323,S. Ibaka misses 3-pt jump shot from 24 ft,,16,19,S. Ibaka ,3.0,0,,,,,,,,,,,,,
59,10220TOR,TOR,NOP,1,320,Offensive rebound by Team,,16,19,,,,,,,,Team ,offensive,,,,,,,
60,10220TOR,TOR,NOP,1,320,,Loose ball foul by D. Favors (drawn by P. Siakam),16,19,,,,,loose ball,D. Favors ,P. Siakam ,,,,,,,,,
61,10220TOR,TOR,NOP,1,320,N. Powell enters the game for K. Lowry,,16,19,,,,,,,,,,,,,N. Powell - TOR,K. Lowry - TOR,,
62,10220TOR,TOR,NOP,1,309,F. VanVleet makes 2-pt layup from 1 ft,,18,19,F. VanVleet ,2.0,1,,,,,,,,,,,,,
63,10220TOR,TOR,NOP,1,294,,J. Holiday misses 3-pt jump shot from 24 ft,18,19,J. Holiday ,3.0,0,,,,,,,,,,,,,
64,10220TOR,TOR,NOP,1,292,Defensive rebound by P. Siakam,,18,19,,,,,,,,P. Siakam ,defensive,,,,,,,
65,10220TOR,TOR,NOP,1,286,Personal foul by J. Holiday (drawn by F. VanVleet),,18,19,,,,,personal,J. Holiday ,F. VanVleet ,,,,,,,,,
66,10220TOR,TOR,NOP,1,286,,J. Hart enters the game for L. Ball,18,19,,,,,,,,,,,,,J. Hart - NOP,L. Ball - NOP,,
67,10220TOR,TOR,NOP,1,286,,E. Moore enters the game for D. Favors,18,19,,,,,,,,,,,,,E. Moore - NOP,D. Favors - NOP,,
68,10220TOR,TOR,NOP,1,286,,J. Okafor enters the game for J. Redick,18,19,,,,,,,,,,,,,J. Okafor - NOP,J. Redick - NOP,,
69,10220TOR,TOR,NOP,1,273,Shooting foul by B. Ingram (drawn by P. Siakam),,18,19,,,,,shooting,B. Ingram ,P. Siakam ,,,,,,,,,
70,10220TOR,TOR,NOP,1,273,P. Siakam makes free throw 1 of 2,,19,19,,,,,,,,,,P. Siakam ,1,1 of 2,,,,
71,10220TOR,TOR,NOP,1,273,P. Siakam makes free throw 2 of 2,,20,19,,,,,,,,,,P. Siakam ,1,2 of 2,,,,
72,10220TOR,TOR,NOP,1,273,,N. Alexander-Walker enters the game for J. Holiday,20,19,,,,,,,,,,,,,N. Alexander-Walker - NOP,J. Holiday - NOP,,
73,10220TOR,TOR,NOP,1,273,,K. Williams enters the game for B. Ingram,20,19,,,,,,,,,,,,,K. Williams - NOP,B. Ingram - NOP,,
75,10220TOR,TOR,NOP,1,250,,N. Alexander-Walker misses 3-pt jump shot from 26 ft,20,19,N. Alexander-Walker ,3.0,0,,,,,,,,,,,,,
76,10220TOR,TOR,NOP,1,248,Defensive rebound by N. Powell,,20,19,,,,,,,,N. Powell ,defensive,,,,,,,
77,10220TOR,TOR,NOP,1,247,Offensive foul by S. Ibaka (drawn by N. Alexander-Walker),,20,19,,,,,offensive,S. Ibaka ,N. Alexander-Walker ,,,,,,,,,
78,10220TOR,TOR,NOP,1,247,Turnover by S. Ibaka (offensive foul),,20,19,,,,,,,,,,,,,,,S. Ibaka ,common_tov
79,10220TOR,TOR,NOP,1,234,,N. Alexander-Walker misses 2-pt jump shot from 8 ft,20,19,N. Alexander-Walker ,2.0,0,,,,,,,,,,,,,
80,10220TOR,TOR,NOP,1,230,,Offensive rebound by J. Hart,20,19,,,,,,,,J. Hart ,offensive,,,,,,,
81,10220TOR,TOR,NOP,1,229,,K. Williams misses 3-pt jump shot from 25 ft,20,19,K. Williams ,3.0,0,,,,,,,,,,,,,
82,10220TOR,TOR,NOP,1,229,Defensive rebound by P. Siakam,,20,19,,,,,,,,P. Siakam ,defensive,,,,,,,
83,10220TOR,TOR,NOP,1,224,Shooting foul by J. Hart (drawn by P. Siakam),,20,19,,,,,shooting,J. Hart ,P. Siakam ,,,,,,,,,
84,10220TOR,TOR,NOP,1,224,P. Siakam makes free throw 1 of 2,,21,19,,,,,,,,,,P. Siakam ,1,1 of 2,,,,
85,10220TOR,TOR,NOP,1,224,M. Gasol enters the game for O. Anunoby,,21,19,,,,,,,,,,,,,M. Gasol - TOR,O. Anunoby - TOR,,
86,10220TOR,TOR,NOP,1,224,P. Siakam makes free throw 2 of 2,,22,19,,,,,,,,,,P. Siakam ,1,2 of 2,,,,
87,10220TOR,TOR,NOP,1,212,,E. Moore misses 2-pt jump shot from 19 ft,22,19,E. Moore ,2.0,0,,,,,,,,,,,,,
88,10220TOR,TOR,NOP,1,212,,Offensive rebound by E. Moore,22,19,,,,,,,,E. Moore ,offensive,,,,,,,
89,10220TOR,TOR,NOP,1,209,,E. Moore misses 2-pt jump shot from 8 ft,22,19,E. Moore ,2.0,0,,,,,,,,,,,,,
90,10220TOR,TOR,NOP,1,208,Defensive rebound by S. Ibaka,,22,19,,,,,,,,S. Ibaka ,defensive,,,,,,,
91,10220TOR,TOR,NOP,1,202,F. VanVleet makes 2-pt layup from 1 ft,,24,19,F. VanVleet ,2.0,1,,,,,,,,,,,,,
92,10220TOR,TOR,NOP,1,202,Shooting foul by N. Alexander-Walker (drawn by F. VanVleet),,24,19,,,,,shooting,N. Alexander-Walker ,F. VanVleet ,,,,,,,,,
93,10220TOR,TOR,NOP,1,202,F. VanVleet makes free throw 1 of 1,,25,19,,,,,,,,,,F. VanVleet ,1,1 of 1,,,,
94,10220TOR,TOR,NOP,1,182,,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by J. Hart),25,22,N. Alexander-Walker ,3.0,1,,,,,,,,,,,,,
95,10220TOR,TOR,NOP,1,164,Offensive foul by N. Powell (drawn by J. Hart),,25,22,,,,,offensive,N. Powell ,J. Hart ,,,,,,,,,
96,10220TOR,TOR,NOP,1,164,Turnover by N. Powell (offensive foul),,25,22,,,,,,,,,,,,,,,N. Powell ,common_tov
98,10220TOR,TOR,NOP,1,164,K. Lowry enters the game for F. VanVleet,,25,22,,,,,,,,,,,,,K. Lowry - TOR,F. VanVleet - TOR,,
99,10220TOR,TOR,NOP,1,156,,E. Moore makes 2-pt jump shot from 7 ft (assist by N. Alexander-Walker),25,24,E. Moore ,2.0,1,,,,,,,,,,,,,
100,10220TOR,TOR,NOP,1,142,P. Siakam misses 2-pt layup from 1 ft (block by J. Hart),,25,24,P. Siakam ,2.0,0,J. Hart ,,,,,,,,,,,,
101,10220TOR,TOR,NOP,1,139,,Defensive rebound by N. Alexander-Walker,25,24,,,,,,,,N. Alexander-Walker ,defensive,,,,,,,
102,10220TOR,TOR,NOP,1,135,,J. Okafor makes 2-pt layup from 2 ft (assist by E. Moore),25,26,J. Okafor ,2.0,1,,,,,,,,,,,,,
103,10220TOR,TOR,NOP,1,123,K. Lowry misses 2-pt layup from 1 ft,,25,26,K. Lowry ,2.0,0,,,,,,,,,,,,,
104,10220TOR,TOR,NOP,1,123,,Defensive rebound by E. Moore,25,26,,,,,,,,E. Moore ,defensive,,,,,,,
105,10220TOR,TOR,NOP,1,114,,N. Alexander-Walker misses 3-pt jump shot from 23 ft,25,26,N. Alexander-Walker ,3.0,0,,,,,,,,,,,,,
106,10220TOR,TOR,NOP,1,111,,Offensive rebound by N. Alexander-Walker,25,26,,,,,,,,N. Alexander-Walker ,offensive,,,,,,,
107,10220TOR,TOR,NOP,1,109,,N. Alexander-Walker misses 3-pt jump shot from 26 ft,25,26,N. Alexander-Walker ,3.0,0,,,,,,,,,,,,,
108,10220TOR,TOR,NOP,1,109,,Offensive rebound by K. Williams,25,26,,,,,,,,K. Williams ,offensive,,,,,,,
109,10220TOR,TOR,NOP,1,105,,K. Williams misses 2-pt layup from 3 ft,25,26,K. Williams ,2.0,0,,,,,,,,,,,,,
110,10220TOR,TOR,NOP,1,105,,Offensive rebound by K. Williams,25,26,,,,,,,,K. Williams ,offensive,,,,,,,
111,10220TOR,TOR,NOP,1,103,,K. Williams misses 2-pt layup at rim,25,26,K. Williams ,2.0,0,,,,,,,,,,,,,
112,10220TOR,TOR,NOP,1,103,,Offensive rebound by J. Okafor,25,26,,,,,,,,J. Okafor ,offensive,,,,,,,
113,10220TOR,TOR,NOP,1,103,,Turnover by J. Okafor (out of bounds lost ball),25,26,,,,,,,,,,,,,,,J. Okafor ,common_tov
114,10220TOR,TOR,NOP,1,86,Personal foul by J. Okafor (drawn by K. Lowry),,25,26,,,,,personal,J. Okafor ,K. Lowry ,,,,,,,,,
115,10220TOR,TOR,NOP,1,86,K. Lowry makes free throw 1 of 2,,26,26,,,,,,,,,,K. Lowry ,1,1 of 2,,,,
116,10220TOR,TOR,NOP,1,86,O. Anunoby enters the game for P. Siakam,,26,26,,,,,,,,,,,,,O. Anunoby - TOR,P. Siakam - TOR,,
117,10220TOR,TOR,NOP,1,86,K. Lowry makes free throw 2 of 2,,27,26,,,,,,,,,,K. Lowry ,1,2 of 2,,,,
118,10220TOR,TOR,NOP,1,73,,Personal foul by M. Gasol (drawn by J. Okafor),27,26,,,,,personal,M. Gasol ,J. Okafor ,,,,,,,,,
119,10220TOR,TOR,NOP,1,59,,N. Alexander-Walker misses 3-pt jump shot from 24 ft,27,26,N. Alexander-Walker ,3.0,0,,,,,,,,,,,,,
120,10220TOR,TOR,NOP,1,56,,Offensive rebound by J. Hart,27,26,,,,,,,,J. Hart ,offensive,,,,,,,
121,10220TOR,TOR,NOP,1,56,,Personal foul by O. Anunoby (drawn by J. Hart),27,26,,,,,personal,O. Anunoby ,J. Hart ,,,,,,,,,
122,10220TOR,TOR,NOP,1,56,,J. Hart makes free throw 1 of 2,27,27,,,,,,,,,,J. Hart ,1,1 of 2,,,,
123,10220TOR,TOR,NOP,1,56,,J. Hart makes free throw 2 of 2,27,28,,,,,,,,,,J. Hart ,1,2 of 2,,,,
124,10220TOR,TOR,NOP,1,44,N. Powell misses 2-pt layup from 2 ft,,27,28,N. Powell ,2.0,0,,,,,,,,,,,,,
125,10220TOR,TOR,NOP,1,42,Offensive rebound by N. Powell,,27,28,,,,,,,,N. Powell ,offensive,,,,,,,
126,10220TOR,TOR,NOP,1,40,Turnover by N. Powell (bad pass; steal by N. Alexander-Walker),,27,28,,,,,,,,,,,,,,,N. Powell ,steal
127,10220TOR,TOR,NOP,1,32,,E. Moore misses 2-pt layup from 10 ft,27,28,E. Moore ,2.0,0,,,,,,,,,,,,,
128,10220TOR,TOR,NOP,1,32,Defensive rebound by M. Gasol,,27,28,,,,,,,,M. Gasol ,defensive,,,,,,,
129,10220TOR,TOR,NOP,1,26,N. Powell misses 3-pt jump shot from 25 ft,,27,28,N. Powell ,3.0,0,,,,,,,,,,,,,
130,10220TOR,TOR,NOP,1,23,Offensive rebound by O. Anunoby,,27,28,,,,,,,,O. Anunoby ,offensive,,,,,,,
131,10220TOR,TOR,NOP,1,20,M. Gasol misses 3-pt jump shot from 25 ft,,27,28,M. Gasol ,3.0,0,,,,,,,,,,,,,
132,10220TOR,TOR,NOP,1,17,,Defensive rebound by K. Williams,27,28,,,,,,,,K. Williams ,defensive,,,,,,,
133,10220TOR,TOR,NOP,1,2,,J. Okafor makes 2-pt layup from 3 ft (assist by N. Alexander-Walker),27,30,J. Okafor ,2.0,1,,,,,,,,,,,,,
134,10220TOR,TOR,NOP,1,0,,End of 1st quarter,27,30,,,,,,,,,,,,,,,,
135,10220TOR,TOR,NOP,2,698,O. Anunoby misses 2-pt layup from 1 ft,,27,30,O. Anunoby ,2.0,0,,,,,,,,,,,,,
136,10220TOR,TOR,NOP,2,695,Offensive rebound by M. Gasol,,27,30,,,,,,,,M. Gasol ,offensive,,,,,,,
137,10220TOR,TOR,NOP,2,695,M. Gasol misses 2-pt layup from 1 ft,,27,30,M. Gasol ,2.0,0,,,,,,,,,,,,,
138,10220TOR,TOR,NOP,2,694,Offensive rebound by K. Lowry,,27,30,,,,,,,,K. Lowry ,offensive,,,,,,,
139,10220TOR,TOR,NOP,2,693,N. Powell misses 3-pt jump shot from 26 ft,,27,30,N. Powell ,3.0,0,,,,,,,,,,,,,
140,10220TOR,TOR,NOP,2,689,,Defensive rebound by K. Williams,27,30,,,,,,,,K. Williams ,defensive,,,,,,,
141,10220TOR,TOR,NOP,2,683,,N. Alexander-Walker misses 3-pt jump shot from 25 ft,27,30,N. Alexander-Walker ,3.0,0,,,,,,,,,,,,,
142,10220TOR,TOR,NOP,2,682,Defensive rebound by K. Lowry,,27,30,,,,,,,,K. Lowry ,defensive,,,,,,,
143,10220TOR,TOR,NOP,2,681,Turnover by K. Lowry (bad pass; steal by N. Alexander-Walker),,27,30,,,,,,,,,,,,,,,K. Lowry ,steal
144,10220TOR,TOR,NOP,2,666,,N. Alexander-Walker misses 2-pt jump shot from 4 ft,27,30,N. Alexander-Walker ,2.0,0,,,,,,,,,,,,,
145,10220TOR,TOR,NOP,2,664,Defensive rebound by S. Ibaka,,27,30,,,,,,,,S. Ibaka ,defensive,,,,,,,
146,10220TOR,TOR,NOP,2,656,O. Anunoby makes 2-pt hook shot from 4 ft,,29,30,O. Anunoby ,2.0,1,,,,,,,,,,,,,
147,10220TOR,TOR,NOP,2,633,,Offensive foul by K. Williams (drawn by K. Lowry),29,30,,,,,offensive,K. Williams ,K. Lowry ,,,,,,,,,
148,10220TOR,TOR,NOP,2,633,,Turnover by K. Williams (offensive foul),29,30,,,,,,,,,,,,,,,K. Williams ,common_tov
149,10220TOR,TOR,NOP,2,633,,F. Jackson enters the game for E. Moore,29,30,,,,,,,,,,,,,F. Jackson - NOP,E. Moore - NOP,,
150,10220TOR,TOR,NOP,2,633,,N. Melli enters the game for J. Okafor,29,30,,,,,,,,,,,,,N. Melli - NOP,J. Okafor - NOP,,
151,10220TOR,TOR,NOP,2,633,F. VanVleet enters the game for S. Ibaka,,29,30,,,,,,,,,,,,,F. VanVleet - TOR,S. Ibaka - TOR,,
152,10220TOR,TOR,NOP,2,619,Personal foul by N. Melli (drawn by K. Lowry),,29,30,,,,,personal,N. Melli ,K. Lowry ,,,,,,,,,
153,10220TOR,TOR,NOP,2,608,Turnover by F. VanVleet (traveling),,29,30,,,,,,,,,,,,,,,F. VanVleet ,common_tov
154,10220TOR,TOR,NOP,2,590,,N. Melli makes 3-pt jump shot from 26 ft (assist by F. Jackson),29,33,N. Melli ,3.0,1,,,,,,,,,,,,,
155,10220TOR,TOR,NOP,2,575,M. Gasol misses 2-pt hook shot from 7 ft,,29,33,M. Gasol ,2.0,0,,,,,,,,,,,,,
156,10220TOR,TOR,NOP,2,572,,Defensive rebound by J. Hart,29,33,,,,,,,,J. Hart ,defensive,,,,,,,
157,10220TOR,TOR,NOP,2,562,,Personal foul by N. Powell (drawn by N. Alexander-Walker),29,33,,,,,personal,N. Powell ,N. Alexander-Walker ,,,,,,,,,
158,10220TOR,TOR,NOP,2,550,,J. Hart makes 3-pt jump shot from 22 ft,29,36,J. Hart ,3.0,1,,,,,,,,,,,,,
159,10220TOR,TOR,NOP,2,526,O. Anunoby misses 2-pt layup from 1 ft (block by K. Williams),,29,36,O. Anunoby ,2.0,0,K. Williams ,,,,,,,,,,,,
160,10220TOR,TOR,NOP,2,523,Offensive rebound by O. Anunoby,,29,36,,,,,,,,O. Anunoby ,offensive,,,,,,,
161,10220TOR,TOR,NOP,2,523,O. Anunoby misses 2-pt layup from 3 ft (block by K. Williams),,29,36,O. Anunoby ,2.0,0,K. Williams ,,,,,,,,,,,,
162,10220TOR,TOR,NOP,2,523,,Defensive rebound by N. Alexander-Walker,29,36,,,,,,,,N. Alexander-Walker ,defensive,,,,,,,
163,10220TOR,TOR,NOP,2,518,,F. Jackson misses 2-pt layup from 2 ft,29,36,F. Jackson ,2.0,0,,,,,,,,,,,,,
164,10220TOR,TOR,NOP,2,513,Defensive rebound by F. VanVleet,,29,36,,,,,,,,F. VanVleet ,defensive,,,,,,,
165,10220TOR,TOR,NOP,2,512,F. VanVleet makes 2-pt layup from 2 ft,,31,36,F. VanVleet ,2.0,1,,,,,,,,,,,,,
166,10220TOR,TOR,NOP,2,512,Shooting foul by K. Williams (drawn by F. VanVleet),,31,36,,,,,shooting,K. Williams ,F. VanVleet ,,,,,,,,,
